start,end,size,type,pinned_entry_tu,cdl_code_cs1,cdl_code_cs2,cdl_code_cs3,cdl_code_cs4,cdl_read_max,cdl_write_max,bp_attract,bp_threeseven,old_overlap,old_fn_count,old_sweep_dead_count,old_buckets,verdict,discrepancy
0x06045620,0x0604562B,12,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0604562C,0x0604564F,36,code,0,16,16,16,16,12,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06045650,0x06045663,20,code,0,18,18,18,18,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06045664,0x06045677,20,code,0,18,18,18,18,0,0,1,1,EXACT,1,0,,RETAIL_LIVE,
0x06045678,0x06045697,32,code,0,0,0,0,0,16,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06045698,0x060456A7,16,code,0,14,14,14,14,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060456A8,0x060456C1,26,code,0,0,0,0,0,0,0,4,4,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x060456C2,0x060456EB,42,code,0,24,24,24,24,8,0,5,5,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x060456EC,0x060456F1,6,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x060456F2,0x060456FB,10,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x060456FC,0x06045713,24,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06045714,0x06045737,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06045738,0x06045783,76,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06045784,0x060457A7,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x060457A8,0x060457B7,16,code,0,12,12,0,12,0,0,3,3,MULTI_MISMATCH,3,1,B5,RETAIL_LIVE,
0x060457B8,0x060457DB,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x060457DC,0x06045831,86,code,0,72,72,72,72,0,0,4,4,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x06045832,0x06045855,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06045856,0x060458B3,94,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,3,2,B1,RETAIL_DEAD,
0x060458B4,0x060458D7,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060458D8,0x06045933,92,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,3,2,B1,RETAIL_DEAD,
0x06045934,0x06045957,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06045958,0x060459C3,108,code,0,86,86,86,86,0,0,3,3,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x060459C4,0x06045A2B,104,code,0,100,100,100,100,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06045A2C,0x06045A7D,82,code,0,68,68,68,68,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06045A7E,0x06045ABF,66,code,0,46,46,46,50,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06045AC0,0x06045B0F,80,code,0,46,46,46,46,2,0,7,7,MERGED,3,0,,RETAIL_LIVE,
0x06045B10,0x06045B47,56,code,0,50,50,50,50,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06045B48,0x06045B73,44,code,0,38,38,38,38,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06045B74,0x06045C3B,200,code,0,116,116,116,116,40,0,9,9,MULTI_MISMATCH,4,1,B5,RETAIL_LIVE,
0x06045C3C,0x06045C9B,96,code,0,58,72,58,72,10,0,7,7,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06045C9C,0x06045CCB,48,code,0,46,46,46,46,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06045CCC,0x06045D03,56,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06045D04,0x06045D7F,124,code,0,86,86,86,86,0,0,10,10,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x06045D80,0x06045E05,134,code,0,66,66,66,66,20,0,10,10,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x06045E06,0x06045E43,62,code,0,52,52,52,52,4,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06045E44,0x06045F45,258,code,0,86,86,86,86,18,0,7,7,MULTI_MISMATCH,5,2,B1,RETAIL_LIVE,
0x06045F46,0x06045FBF,122,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x06045FC0,0x06046023,100,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06046024,0x06046363,832,code,0,672,672,672,672,0,0,22,22,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06046364,0x060463E3,128,code,0,124,124,120,124,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060463E4,0x06046477,148,code,0,144,144,144,144,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06046478,0x0604651F,168,code,0,0,0,0,0,6,0,1,1,EXACT,1,0,,RETAIL_LIVE,
0x06046520,0x06046601,226,code,0,218,218,218,218,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06046602,0x06046677,118,code,0,10,10,10,10,6,0,3,3,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x06046678,0x0604669B,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604669C,0x0604670B,112,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,3,2,B1,RETAIL_DEAD,
0x0604670C,0x0604674D,66,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0604674E,0x0604678B,62,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x0604678C,0x060467AF,36,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060467B0,0x0604680B,92,code,0,0,0,0,84,0,0,0,0,MULTI_MISMATCH,3,3,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0604680C,0x0604687D,114,code,0,0,0,0,98,0,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x0604687E,0x060468AB,46,code,0,0,0,0,0,6,0,0,0,NEW_INSIDE_OLD,1,1,B1,RETAIL_DEAD,
0x060468AC,0x06046907,92,code,0,0,0,0,0,0,0,0,0,MULTI_MISMATCH,3,3,B1,RETAIL_DEAD,
0x06046908,0x0604698B,132,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0604698C,0x06046A1F,148,code,0,94,96,94,96,0,0,6,7,MERGED,2,0,,RETAIL_LIVE,
0x06046A20,0x06046A8F,112,code,0,80,82,80,82,0,0,7,7,MERGED,2,0,,RETAIL_LIVE,
0x06046A90,0x06046AE7,88,code,0,0,62,0,62,0,0,4,4,EXACT,1,0,,RETAIL_LIVE,
0x06046AE8,0x06046B3B,84,code,0,0,64,0,64,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06046B3C,0x06046B63,40,code,0,34,34,34,34,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06046B64,0x06046BD3,112,code,0,106,106,106,106,0,0,7,7,MERGED,2,0,,RETAIL_LIVE,
0x06046BD4,0x06046BF3,32,code,0,26,26,26,26,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06046BF4,0x06046C13,32,code,0,26,26,26,26,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06046C14,0x06046C2F,28,code,0,22,22,22,22,0,0,3,3,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06046C30,0x06046CCF,160,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06046CD0,0x06046CEF,32,code,0,30,30,30,30,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06046CF0,0x06046D0F,32,code,0,30,30,30,30,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06046D10,0x06046D2F,32,code,0,30,30,30,30,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06046D30,0x06046D77,72,code,0,52,52,52,52,0,0,5,5,EXACT,1,0,,RETAIL_LIVE,
0x06046D78,0x06046D97,32,code,0,26,26,26,26,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06046D98,0x06046E0D,118,code,0,116,116,116,116,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06046E0E,0x06046E63,86,code,0,56,56,56,56,0,0,2,3,EXACT,1,0,,RETAIL_LIVE,
0x06046E64,0x06046EBB,88,code,0,0,74,0,58,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06046EBC,0x06046FD3,280,code,0,266,266,266,266,0,0,5,5,EXACT,1,0,,RETAIL_LIVE,
0x06046FD4,0x06047013,64,code,0,62,62,62,62,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047014,0x06047077,100,code,0,62,62,62,62,16,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047078,0x0604708B,20,code,0,18,18,18,18,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604708C,0x060470A7,28,code,0,24,24,24,24,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060470A8,0x060470C3,28,code,0,24,24,24,24,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060470C4,0x060470D5,18,code,0,14,14,14,14,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060470D6,0x060470EB,22,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060470EC,0x060470FD,18,code,0,14,14,14,14,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060470FE,0x06047113,22,code,0,0,16,0,0,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047114,0x06047117,4,code,0,2,2,2,2,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047118,0x0604713F,40,code,0,36,36,36,36,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047140,0x06047183,68,code,0,60,60,60,60,4,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047184,0x060471DB,88,code,0,50,50,50,50,18,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060471DC,0x060471EF,20,code,0,18,18,18,18,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060471F0,0x0604720B,28,code,0,24,24,24,24,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0604720C,0x06047227,28,code,0,24,24,24,24,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047228,0x06047239,18,code,0,14,14,14,14,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0604723A,0x0604724F,22,code,0,16,16,16,16,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047250,0x06047261,18,code,0,14,14,14,14,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047262,0x06047277,22,code,0,16,16,16,16,0,0,1,3,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047278,0x0604727B,4,code,0,2,2,2,2,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604727C,0x0604728D,18,code,0,14,14,14,14,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x0604728E,0x060472CB,62,code,0,54,54,54,54,4,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060472CC,0x06047547,636,code,0,270,338,338,270,10,0,14,14,MULTI_MISMATCH,7,2,B1+B5,RETAIL_LIVE,
0x06047548,0x06047587,64,code,0,34,34,34,34,8,0,6,6,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06047588,0x0604766F,232,code,0,220,220,220,220,0,0,5,5,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047670,0x060476CF,96,code,0,90,90,90,90,0,0,3,3,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060476D0,0x06047747,120,code,0,0,0,0,0,12,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06047748,0x0604776F,40,code,0,34,34,34,34,4,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047770,0x060477B3,68,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x060477B4,0x060477D3,32,code,0,0,0,0,0,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060477D4,0x060477FB,40,code,0,36,36,36,36,0,0,2,2,MERGED,2,0,,RETAIL_LIVE,
0x060477FC,0x06047865,106,code,0,92,92,92,92,0,0,3,3,EXACT,1,0,,RETAIL_LIVE,
0x06047866,0x060478B7,82,code,0,26,26,26,26,52,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060478B8,0x06047919,98,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604791A,0x0604796B,82,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0604796C,0x06047985,26,code,0,22,22,22,22,0,0,1,1,EXACT,1,0,,RETAIL_LIVE,
0x06047986,0x0604799F,26,code,0,14,14,14,14,4,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x060479A0,0x060479D5,54,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060479D6,0x06047A07,50,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047A08,0x06047A83,124,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06047A84,0x06047ADF,92,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047AE0,0x06047AFF,32,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047B00,0x06047B33,52,code,0,0,0,0,0,0,0,2,2,EXACT,1,0,,RETAIL_LIVE,
0x06047B34,0x06047B8F,92,code,0,0,0,0,0,0,0,1,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047B90,0x06047C63,212,code,0,74,74,74,74,36,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047C64,0x06047D1F,188,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06047D20,0x06047D33,20,code,0,16,16,16,16,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047D34,0x06047D4F,28,code,0,16,16,16,16,0,0,3,3,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x06047D50,0x06047D67,24,code,0,0,0,22,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047D68,0x06047D83,28,code,0,24,24,24,24,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047D84,0x06047DBB,56,code,0,0,0,0,0,12,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06047DBC,0x06047DEF,52,code,0,0,0,40,0,8,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047DF0,0x06047E0B,28,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x06047E0C,0x06047E9B,144,code,0,106,106,106,106,16,0,11,11,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06047E9C,0x06047EEF,84,code,0,0,0,0,0,16,0,0,0,MULTI_MISMATCH,2,1,B1,RETAIL_DEAD,
0x06047EF0,0x06047F17,40,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06047F18,0x06047F5B,68,code,0,54,54,54,54,0,0,0,3,NEW_INSIDE_OLD,1,1,B5,RETAIL_LIVE,OLD_DEAD_BUT_RETAIL_RUNS
0x06047F5C,0x06047F6F,20,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06047F70,0x06047FC7,88,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06047FC8,0x0604800F,72,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06048010,0x0604804F,64,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,1,B5,RETAIL_DEAD,
0x06048050,0x0604805B,12,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x0604805C,0x060480C3,104,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060480C4,0x060480D5,18,code,0,0,0,0,0,0,0,0,0,EXACT,1,1,B1,RETAIL_DEAD,
0x060480D6,0x0604815F,138,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x06048160,0x0604817F,32,code,0,30,30,30,30,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06048180,0x0604818B,12,code,0,8,8,8,8,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604818C,0x060481A7,28,code,0,18,18,18,18,6,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060481A8,0x060481FB,84,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060481FC,0x06048247,76,code,0,66,66,66,66,8,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06048248,0x06048253,12,code,0,0,0,0,0,0,0,0,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06048254,0x06048277,36,code,0,0,0,0,0,0,0,0,1,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x06048278,0x0604828B,20,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x0604828C,0x060482A7,28,code,0,0,0,0,0,0,0,0,2,EXACT,1,0,,RETAIL_LIVE,
0x060482A8,0x060482F7,80,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x060482F8,0x0604833B,68,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604833C,0x0604C73F,17412,data,0,0,0,0,0,17222,0,0,0,DATA,0,0,,DATA,
0x0604C740,0x0604C76B,44,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604C76C,0x0604C7A3,56,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604C7A4,0x0604C823,128,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604C824,0x0604C88B,104,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604C88C,0x0604C953,200,code,0,176,176,176,176,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604C954,0x0604CA13,192,code,0,0,0,0,0,0,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604CA14,0x0604CA33,32,data,0,0,0,0,0,1,0,0,1,DATA,0,0,,DATA,
0x0604CA34,0x0604CAD3,160,code,0,26,26,0,26,8,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604CAD4,0x0604CE63,912,code,0,0,0,0,0,0,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604CE64,0x0604CEEF,140,code,0,86,86,86,86,16,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604CEF0,0x0604CF43,84,code,0,74,74,74,74,4,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604CF44,0x0604D37F,1084,code,0,284,284,284,284,28,0,16,16,MULTI_MISMATCH,4,0,,RETAIL_LIVE,
0x0604D380,0x0604D57F,512,code,0,128,128,118,128,76,0,5,10,MERGED,5,0,,RETAIL_LIVE,
0x0604D580,0x0604D6B7,312,code,0,174,174,174,174,50,0,3,3,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604D6B8,0x0604D757,160,code,0,110,104,104,104,38,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604D758,0x0604D77F,40,code,0,38,38,36,38,0,0,1,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604D780,0x0604D83B,188,code,0,58,58,58,58,38,0,0,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604D83C,0x0604D94B,272,code,0,210,210,210,210,46,0,5,7,MULTI_MISMATCH,2,0,,RETAIL_LIVE,
0x0604D94C,0x0604DAD7,396,code,0,0,0,0,0,32,0,0,0,NEW_INSIDE_OLD,1,0,,RETAIL_DEAD,OLD_LIVE_BUT_RETAIL_DEAD
0x0604DAD8,0x0604DB0F,56,code,0,26,26,26,26,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604DB10,0x0604DC3F,304,code,0,254,254,254,254,32,0,6,6,EXACT,1,0,,RETAIL_LIVE,
0x0604DC40,0x0604DD03,196,code,0,84,84,84,84,72,0,2,8,EXACT,1,0,,RETAIL_LIVE,
0x0604DD04,0x0604DD33,48,code,0,40,40,40,40,0,0,2,2,NEW_INSIDE_OLD,1,0,,RETAIL_LIVE,
0x0604DD34,0x0604DE2B,248,code,0,114,114,114,114,28,0,4,5,MULTI_MISMATCH,3,0,,RETAIL_LIVE,
0x0604DE2C,0x0604DEEB,192,code,0,0,0,0,0,0,0,0,5,MULTI_MISMATCH,2,1,B5,RETAIL_LIVE,
0x0604DEEC,0x0604E113,552,code,0,0,0,0,0,0,0,0,1,MULTI_MISMATCH,7,1,B1,RETAIL_LIVE,
0x0604E114,0x0604F683,5488,data,0,0,0,0,0,175,0,0,0,DATA,0,0,,DATA,
0x0604F684,0x06051607,8068,data,0,0,0,0,0,362,0,0,0,DATA,0,0,,DATA,
