addr,node,size,type,pinned_entry_tu,inbound_refs_pristine,zero_inbound,reach_pristine,reach_transplant,falls_into_next,entered_by_fallthrough,retail_verdict,leg_verdict,selfcheck
0x06030DB0,src/race/asm/FUN_06030DB0.c,62,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06030DEE,src/race/asm/FUN_06030DEE.c,68,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06030E32,src/race/asm/FUN_06030E32.c,18,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06030E44,src/race/asm/FUN_06030E44.c,132,code,0,11,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06030EC8,src/race/asm/FUN_06030EC8.c,320,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06031008,src/race/asm/FUN_06031008.c,728,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060312E0,src/race/asm/FUN_060312E0.c,284,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060313FC,src/race/asm/FUN_060313FC.c,590,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603164A,src/race/asm/FUN_0603164A.c,510,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06031848,src/race/asm/FUN_06031848.c,448,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06031A08,src/race/asm/FUN_06031A08.c,260,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06031B0C,src/race/asm/FUN_06031B0C.c,120,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06031B84,src/race/asm/FUN_06031B84.c,74,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06031BCE,src/race/asm/FUN_06031BCE.c,20,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06031BE2,src/race/asm/FUN_06031BE2.c,162,code,0,5,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06031C84,src/race/asm/FUN_06031C84.c,62,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06031CC2,src/race/asm/FUN_06031CC2.c,312,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06031DFA,src/race/asm/FUN_06031DFA.c,306,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06031F2C,src/race/asm/FUN_06031F2C.c,228,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06032010,src/race/asm/FUN_06032010.c,140,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603209C,src/race/asm/FUN_0603209C.c,516,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060322A0,src/race/asm/FUN_060322A0.c,172,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603234C,src/race/asm/FUN_0603234C.c,412,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060324E8,src/race/asm/FUN_060324E8.c,68,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603252C,src/race/asm/FUN_0603252C.c,328,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06032674,src/race/asm/FUN_06032674.c,584,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060328BC,src/race/asm/FUN_060328BC.c,92,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06032918,src/race/asm/FUN_06032918.c,408,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06032AB0,src/race/asm/FUN_06032AB0.c,252,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06032BAC,src/race/asm/FUN_06032BAC.c,540,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06032DC8,src/race/asm/FUN_06032DC8.c,76,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06032E14,src/race/asm/FUN_06032E14.c,48,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06032E44,src/race/asm/FUN_06032E44.c,620,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060330B0,src/race/asm/FUN_060330B0.c,96,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033110,src/race/asm/FUN_06033110.c,404,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060332A4,src/race/asm/FUN_060332A4.c,200,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603336C,src/race/asm/FUN_0603336C.c,226,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603344E,src/race/asm/FUN_0603344E.c,238,code,0,0,1,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603353C,src/race/asm/FUN_0603353C.c,120,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060335B4,src/race/asm/FUN_060335B4.c,48,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060335E4,src/race/asm/FUN_060335E4.c,114,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06033656,src/race/asm/FUN_06033656.c,114,code,0,3,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060336C8,src/race/asm/FUN_060336C8.c,50,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060336FA,src/race/asm/FUN_060336FA.c,30,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06033718,src/race/asm/FUN_06033718.c,280,code,0,5,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06033830,src/race/asm/FUN_06033830.c,320,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033970,src/race/asm/FUN_06033970.c,264,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033A78,src/race/asm/FUN_06033A78.c,52,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033AAC,src/race/asm/FUN_06033AAC.c,78,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033AFA,src/race/asm/FUN_06033AFA.c,52,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033B2E,src/race/asm/FUN_06033B2E.c,52,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033B62,src/race/asm/FUN_06033B62.c,116,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033BD6,src/race/asm/FUN_06033BD6.c,232,code,0,6,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06033CBE,src/race/asm/FUN_06033CBE.c,266,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06033DC8,src/race/asm/FUN_06033DC8.c,1720,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034480,src/race/asm/FUN_06034480.c,310,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060345B6,src/race/asm/FUN_060345B6.c,74,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034600,src/race/asm/FUN_06034600.c,72,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034648,src/race/asm/FUN_06034648.c,70,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603468E,src/race/asm/FUN_0603468E.c,90,code,0,3,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060346E8,src/race/asm/FUN_060346E8.c,80,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034738,src/race/asm/FUN_06034738.c,252,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034834,src/race/asm/FUN_06034834.c,122,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060348AE,src/race/asm/FUN_060348AE.c,86,code,0,3,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034904,src/race/asm/FUN_06034904.c,196,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x060349C8,src/race/asm/FUN_060349C8.c,142,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034A56,src/race/asm/FUN_06034A56.c,74,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034AA0,src/race/asm/FUN_06034AA0.c,258,code,0,3,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034BA2,src/race/asm/FUN_06034BA2.c,198,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034C68,src/race/asm/FUN_06034C68.c,8,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06034C70,src/race/asm/FUN_06034C70.c,124,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06034CEC,src/race/asm/FUN_06034CEC.c,70,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06034D32,src/race/asm/FUN_06034D32.c,94,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06034D90,src/race/asm/FUN_06034D90.c,428,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06034F3C,src/race/asm/FUN_06034F3C.c,656,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060351CC,src/race/asm/FUN_060351CC.c,284,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060352E8,src/race/asm/FUN_060352E8.c,440,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060354A0,src/race/asm/FUN_060354A0.c,388,code,0,1,0,1,0,1,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035624,src/race/asm/FUN_06035624.c,300,code,0,1,0,1,0,0,1,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035750,src/race/asm/FUN_06035750.c,436,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035904,src/race/asm/FUN_06035904.c,522,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035B0E,src/race/asm/FUN_06035B0E.c,34,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035B30,src/race/asm/FUN_06035B30.c,296,code,0,2,0,1,0,1,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035C58,src/race/asm/FUN_06035C58.c,64,code,0,3,0,1,0,0,1,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035C98,src/race/asm/FUN_06035C98.c,592,code,0,1,0,1,0,1,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035EE8,src/race/asm/FUN_06035EE8.c,96,code,0,3,0,1,0,0,1,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06035F48,src/race/asm/FUN_06035F48.c,980,code,0,2,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x0603631C,src/race/asm/FUN_0603631C.c,976,code,0,2,0,1,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x060366EC,src/race/asm/FUN_060366EC.c,120,code,0,2,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06036764,src/race/asm/FUN_06036764.c,44,code,0,1,0,1,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06036790,src/race/asm/FUN_06036790.c,324,code,0,4,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x060368D4,src/race/asm/FUN_060368D4.c,64,code,0,1,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036914,src/race/asm/FUN_06036914.c,52,code,0,2,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036948,src/race/asm/FUN_06036948.c,72,code,0,1,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036990,src/race/asm/FUN_06036990.c,224,code,0,4,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036A70,src/race/asm/FUN_06036A70.c,56,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036AA8,src/race/asm/FUN_06036AA8.c,184,code,0,6,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036B60,src/race/asm/FUN_06036B60.c,88,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036BB8,src/race/asm/FUN_06036BB8.c,308,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036CEC,src/race/asm/FUN_06036CEC.c,102,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06036D52,src/race/asm/FUN_06036D52.c,42,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06036D7C,src/race/asm/FUN_06036D7C.c,42,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06036DA6,src/race/asm/FUN_06036DA6.c,198,code,0,4,0,1,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x06036E6C,src/race/asm/FUN_06036E6C.c,36,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036E90,src/race/asm/FUN_06036E90.c,36,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036EB4,src/race/asm/FUN_06036EB4.c,140,code,0,4,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06036F40,src/race/asm/FUN_06036F40.c,158,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06036FDE,src/race/asm/FUN_06036FDE.c,108,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603704A,src/race/asm/FUN_0603704A.c,86,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060370A0,src/race/asm/FUN_060370A0.c,352,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06037200,src/race/asm/FUN_06037200.c,356,code,0,1,0,1,0,1,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06037364,src/race/asm/FUN_06037364.c,170,code,0,2,0,1,1,0,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603740E,src/race/asm/FUN_0603740E.c,52,code,0,2,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06037442,src/race/asm/FUN_06037442.c,66,code,0,3,0,1,1,1,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06037484,src/race/asm/FUN_06037484.c,110,code,0,3,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060374F2,src/race/asm/FUN_060374F2.c,160,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06037592,src/race/asm/FUN_06037592.c,100,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060375F6,src/race/asm/FUN_060375F6.c,94,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06037654,src/race/asm/FUN_06037654.c,1348,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06037B98,src/race/asm/FUN_06037B98.c,96,code,0,3,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06037BF8,src/race/asm/FUN_06037BF8.c,352,code,0,2,0,1,1,0,1,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x06037D58,src/race/asm/FUN_06037D58.c,28,code,0,1,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06037D74,src/race/asm/FUN_06037D74.c,180,code,0,5,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06037E28,src/race/asm/FUN_06037E28.c,1692,code,0,5,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060384C4,src/race/asm/FUN_060384C4.c,266,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060385CE,src/race/asm/FUN_060385CE.c,266,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060386D8,src/race/asm/FUN_060386D8.c,938,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06038A82,src/race/asm/FUN_06038A82.c,322,code,0,3,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06038BC4,src/race/asm/FUN_06038BC4.c,160,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06038C64,src/race/asm/FUN_06038C64.c,372,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06038DD8,src/race/asm/FUN_06038DD8.c,572,code,0,1,0,1,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,
0x06039014,src/race/asm/FUN_06039014.c,252,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039110,src/race/asm/FUN_06039110.c,242,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039202,src/race/asm/FUN_06039202.c,392,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603938A,src/race/asm/FUN_0603938A.c,286,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x060394A8,src/race/asm/FUN_060394A8.c,708,code,0,3,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603976C,src/race/asm/FUN_0603976C.c,486,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039952,src/race/asm/FUN_06039952.c,338,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039AA4,src/race/asm/FUN_06039AA4.c,236,code,0,8,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039B90,src/race/asm/FUN_06039B90.c,84,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039BE4,src/race/asm/FUN_06039BE4.c,488,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039DCC,src/race/asm/FUN_06039DCC.c,268,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x06039ED8,src/race/asm/FUN_06039ED8.c,716,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603A1A4,src/race/asm/FUN_0603A1A4.c,930,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603A546,src/race/asm/FUN_0603A546.c,206,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603A614,src/race/asm/FUN_0603A614.c,60,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603A650,src/race/asm/FUN_0603A650.c,80,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603A6A0,src/race/asm/FUN_0603A6A0.c,28,code,0,0,1,0,0,0,0,RETAIL_LIVE,T_UNREACH_RETAIL_LIVE,PARSER_GAP?
0x0603A6BC,src/race/asm/FUN_0603A6BC.c,200,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603A784,src/race/asm/FUN_0603A784.c,912,code,0,3,0,1,1,1,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603AB14,src/race/asm/FUN_0603AB14.c,82,code,0,3,0,1,1,0,1,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603AB66,src/race/asm/FUN_0603AB66.c,922,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603AF00,src/race/asm/FUN_0603AF00.c,840,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603B248,src/race/asm/FUN_0603B248.c,1204,code,0,5,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603B6FC,src/race/asm/FUN_0603B6FC.c,580,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603B940,src/race/asm/FUN_0603B940.c,58,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603B97A,src/race/asm/FUN_0603B97A.c,1574,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603BFA0,src/race/asm/FUN_0603BFA0.c,72,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603BFE8,src/race/asm/FUN_0603BFE8.c,22,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603BFFE,src/race/asm/FUN_0603BFFE.c,150,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603C094,src/race/asm/FUN_0603C094.c,278,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603C1AA,src/race/asm/FUN_0603C1AA.c,202,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603C274,src/race/asm/FUN_0603C274.c,72,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603C2BC,src/race/asm/FUN_0603C2BC.c,72,code,0,5,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603C304,src/race/asm/FUN_0603C304.c,52,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603C338,src/race/asm/FUN_0603C338.c,308,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603C46C,src/race/asm/FUN_0603C46C.c,352,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603C5CC,src/race/asm/FUN_0603C5CC.c,212,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603C6A0,src/race/asm/FUN_0603C6A0.c,246,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603C796,src/race/asm/FUN_0603C796.c,470,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603C96C,src/race/asm/FUN_0603C96C.c,40,code,0,2,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603C994,src/race/asm/FUN_0603C994.c,724,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603CC68,src/race/asm/FUN_0603CC68.c,202,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603CD32,src/race/asm/FUN_0603CD32.c,166,code,0,1,0,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603CDD8,src/race/asm/FUN_0603CDD8.c,176,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603CE88,src/race/asm/FUN_0603CE88.c,578,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603D0CA,src/race/asm/FUN_0603D0CA.c,1028,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603D4CE,src/race/asm/FUN_0603D4CE.c,138,code,0,4,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603D558,src/race/asm/FUN_0603D558.c,396,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603D6E4,src/race/asm/FUN_0603D6E4.c,668,code,0,1,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603D980,src/race/asm/FUN_0603D980.c,210,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DA52,src/race/asm/FUN_0603DA52.c,38,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DA78,src/race/asm/FUN_0603DA78.c,116,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DAEC,src/race/asm/FUN_0603DAEC.c,38,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DB12,src/race/asm/FUN_0603DB12.c,138,code,0,0,1,0,0,0,0,RETAIL_DEAD,T_UNREACH_RETAIL_DEAD,
0x0603DB9C,src/race/asm/FUN_0603DB9C.c,256,code,0,4,0,1,1,0,0,RETAIL_DEAD,T_REACH_RETAIL_DEAD,
0x0603DC9C,src/race/asm/FUN_0603DC9C.c,124,code,0,1,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DD18,src/race/asm/FUN_0603DD18.c,150,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DDAE,src/race/asm/FUN_0603DDAE.c,186,code,0,3,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
0x0603DE68,src/race/asm/FUN_0603DE68.c,84,code,0,2,0,1,1,0,0,RETAIL_LIVE,T_REACH_RETAIL_LIVE,
